2026-04-20 18:35:53 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:54:40 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:54:43 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:54:43 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:54:52 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:54:52 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:54:53 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:54:54 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:54:58 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:54:58 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:55:02 | ERROR    | LinkedInWatcher | Failed to load LinkedIn: Page.wait_for_selector: Target page, context or browser has been closed
Call log:
  - waiting for locator("nav.global-nav, [data-test-global-nav-link]") to be visible

2026-04-22 23:55:02 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:55:03 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:55:04 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:55:07 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:55:07 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:55:16 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:55:16 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:55:17 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:55:18 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:55:21 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:55:21 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:55:30 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:55:30 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:55:30 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:55:31 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:55:34 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:55:34 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:55:43 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:55:43 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:55:44 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:55:45 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:55:48 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:55:48 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:55:57 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:55:57 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:55:58 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:55:59 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:56:02 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:56:02 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:56:11 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:56:11 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:56:12 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:56:13 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:56:16 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:56:16 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:56:24 | ERROR    | LinkedInWatcher | Failed to load LinkedIn: Page.wait_for_selector: Target page, context or browser has been closed
Call log:
  - waiting for locator("nav.global-nav, [data-test-global-nav-link]") to be visible

2026-04-22 23:56:24 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:56:25 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:56:28 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:56:28 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-22 23:56:38 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-22 23:56:38 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-22 23:56:38 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Headless     : False
2026-04-22 23:56:39 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-22 23:56:43 | INFO     | LinkedInWatcher | Browser started.
2026-04-22 23:56:43 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Headless     : False
2026-04-23 09:26:12 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-23 09:26:15 | INFO     | LinkedInWatcher | Browser started.
2026-04-23 09:26:15 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-23 09:26:24 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-23 09:26:24 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-23 09:26:27 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-23 09:26:28 | INFO     | LinkedInWatcher | Loaded 13 seen email IDs.
2026-04-23 09:26:28 | INFO     | LinkedInWatcher | Loaded existing token: D:\Hackthon_0\silver_tier_3\token.json
2026-04-23 09:26:28 | INFO     | LinkedInWatcher | Gmail API service ready.
2026-04-23 09:26:28 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:26:29 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:26:29 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:26:29 | INFO     | LinkedInWatcher | Max results  : 10 per cycle
2026-04-23 09:26:32 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ced9888cfa.md
2026-04-23 09:26:32 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ce5e355a8f.md
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Headless     : False
2026-04-23 09:33:06 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-23 09:33:10 | INFO     | LinkedInWatcher | Browser started.
2026-04-23 09:33:10 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-23 09:33:19 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-23 09:33:19 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-23 09:33:20 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Loaded 13 seen email IDs.
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Loaded existing token: D:\Hackthon_0\silver_tier_3\token.json
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Gmail API service ready.
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:33:22 | INFO     | LinkedInWatcher | Max results  : 10 per cycle
2026-04-23 09:33:25 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ced9888cfa.md
2026-04-23 09:33:25 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ce5e355a8f.md
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Profile dir  : D:\Hackthon_0\silver_tier_3\Logs\linkedin_profile
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Keywords     : ['sales', 'inquiry', 'proposal', 'pricing']
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Headless     : False
2026-04-23 09:38:12 | INFO     | LinkedInWatcher | Launching Chromium (headless=False)…
2026-04-23 09:38:16 | INFO     | LinkedInWatcher | Browser started.
2026-04-23 09:38:16 | INFO     | LinkedInWatcher | Navigating to LinkedIn…
2026-04-23 09:38:25 | WARNING  | LinkedInWatcher | Not logged in. Run: python watchers/linkedin_watcher.py --setup
2026-04-23 09:38:25 | ERROR    | LinkedInWatcher | LinkedIn session not found. Run --setup first to log in.
2026-04-23 09:38:26 | INFO     | LinkedInWatcher | Browser stopped.
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Loaded 13 seen email IDs.
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Loaded existing token: D:\Hackthon_0\silver_tier_3\token.json
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Gmail API service ready.
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:38:28 | INFO     | LinkedInWatcher | Max results  : 10 per cycle
2026-04-23 09:38:30 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ced9888cfa.md
2026-04-23 09:38:30 | DEBUG    | LinkedInWatcher | Already written, skipping: EMAIL_19ce5e355a8f.md
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Loaded 13 seen email IDs.
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Loaded existing token: D:\Hackthon_0\silver_tier_3\token.json
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Gmail API service ready.
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Vault root   : D:\Hackthon_0\silver_tier_3
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Destination  : D:\Hackthon_0\silver_tier_3\Needs_Action
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Poll interval: 60s
2026-04-23 09:38:30 | INFO     | LinkedInWatcher | Max results  : 10 per cycle
